Time Period,Date,Document ID,Sentence ID,Headline,Chunk Text,Motivation,Label,Entity,Country Code,Entity Type,Theme Matching Label,Theme Matching Motivation,motivation,label
Sep 2025,2025-09-23,33F91BC124BF2A8BCAF2BA36B54D602B,33F91BC124BF2A8BCAF2BA36B54D602B-14,Nvidia and OpenAI cheer Trump's $100K visa fee to lure the smartest minds,"The Prime Minister now believes the time may be right to waive all fees for Global Talent visas. The move comes just days after US President Donald Trump imposed a hefty $100,000 fee for America's H-1B visas, a change expected to deter elite recruits considering jobs at US tech companies.","The sentence discusses the potential waiver of fees for Global Talent visas in response to the hefty fee imposed on H-1B visas in the US, indicating a competitive landscape for attracting skilled workers. This relates to the theme of how new tax or fee structures may hinder recruitment of skilled H-1B visa workers.",New tax may hinder recruitment of skilled H-1B visa workers.,Donald Trump,,PEOP,related,"The sentence discusses the imposition of a $100,000 fee for H-1B visas by US President Donald Trump, which directly relates to the theme of 'Introduction of a high fee on H-1B visas'. It highlights the impact of this fee on elite recruits considering jobs in the US, making the connection clear.","Donald Trump is mentioned in relation to imposing a fee for H-1B visas, but the sentence does not quote something he explicitly said. It describes an action he took rather than a statement he made.",narrative
Sep 2025,2025-09-23,3B3C7D598654210F85CA5734D7AB5E77,3B3C7D598654210F85CA5734D7AB5E77-1,Trump H-1B Fees Pose Threats to AI Startups' Access to Talent,"The Trump administration's new steep fees on high-skilled foreign workers threaten to hamstring American startups competing in the artificial intelligence talent war.
Small tech companies are likely to be disadvantaged by the policy-which requires a $100,000 one-time payment for most new H-1B visa applications-because they can less easily absorb extra costs than bigger competitors like Amazon, Meta Platforms Inc., and Alphabet Inc.'s Google, according to industry officials and lobbyists in Washington. Startups could struggle to access specialized labor as a result of the new fees, officials said.","The sentence discusses how the new steep fees imposed by the Trump administration on high-skilled foreign workers, particularly H-1B visa applications, may hinder American startups' ability to compete for talent in the artificial intelligence sector. This aligns with the theme of how a new tax may hinder recruitment of skilled H-1B visa workers, as the fees create a financial barrier for startups to hire specialized labor.",New tax may hinder recruitment of skilled H-1B visa workers.,Donald Trump,,PEOP,related,"The sentence explicitly discusses the introduction of steep fees on H-1B visas, detailing the financial burden it places on small tech companies and how it affects their ability to compete for talent. This directly relates to the theme of 'Introduction of a high fee on H-1B visas'.","Donald Trump is mentioned in relation to the administration's actions, but the sentence does not quote anything that he has explicitly said. It discusses the implications of a policy rather than a direct statement from him.",narrative
Sep 2025,2025-09-23,3B051368C66E7384D8AB29E55D40B687,3B051368C66E7384D8AB29E55D40B687-5,"Trump administration proposes new H-1B visa process favoring higher-skilled, better-paid workers","The Trump administration said on Friday it would ask companies to pay US$100,000 per year for H-1B visas. Some big tech companies warned visa holders to stay in the US or quickly return, sparking a chaotic scramble to get back to the US. The White House later clarified that the fee would apply only to new visas.","The sentence discusses a proposed fee for H-1B visas, which directly relates to the theme of a proposed tax impacting companies employing H-1B visa holders. The mention of companies needing to pay a specific amount for H-1B visas indicates a financial burden that aligns with the narrative of a tax affecting these companies.",A proposed tax impacting companies employing H-1B visa holders.,Donald Trump,,PEOP,related,"The sentence explicitly mentions the Trump administration proposing a fee of US$100,000 per year for H-1B visas, which directly relates to the theme of 'Introduction of a high fee on H-1B visas'.","Donald Trump is mentioned in the context of the Trump administration's actions, but the sentence does not quote anything that Donald Trump has explicitly said. It describes a decision made by the administration rather than a direct quote from him.",narrative
Sep 2025,2025-09-23,3721C4A5BEC22C7536137F462F0EE8BF,3721C4A5BEC22C7536137F462F0EE8BF-2,Minnesota companies brace for hit from Trump's $100K work visa fees,"President Donald Trump on Friday signed an executive order meant to reduce companies' reliance on the H-1B visa program - the nation's mechanism for hiring foreign workers for specialty jobs, like computer science engineers and doctors - by increasing a company's sponsorship fee from a few thousand dollars to $100,000.",The sentence discusses an executive order signed by President Trump that aims to reduce companies' reliance on the H-1B visa program by significantly increasing the sponsorship fee. This directly relates to the theme of companies altering their strategies regarding H-1B visa workers due to increased costs.,Companies may alter recruitment strategies to minimize H-1B visa reliance.,Donald Trump,,PEOP,related,"The sentence explicitly discusses President Trump's executive order that increases the sponsorship fee for H-1B visas to $100,000, which directly relates to the theme of introducing a high fee on H-1B visas.","Donald Trump is mentioned as having signed an executive order, which relates to an action he has taken rather than something he has explicitly said. Therefore, the sentence does not quote something he has said.",narrative
Sep 2025,2025-09-23,36C901B42C2C4169CBEE53809600024F,36C901B42C2C4169CBEE53809600024F-2,Markets plummet as H-1B visa fee shock hits IT stocks,"However, Eternal, Bajaj Finance, Adani Ports and UltraTech Cement were among the gainers.
President Trump on Friday signed a proclamation raising the fee on the visas used by companies to hire workers, including from India, to live and work in the US.
The H-1B visa fee of $1,00,000 would be applicable only to new applicants, a White House official clarified on Saturday.
""The domestic market traded on a lower note amid a sharp increase in H-1B visa costs, which weighed on the IT index, while mid and smallcap stocks saw profit-booking following recent gains. GST rationalisation, a normal monsoon, lower interest rates, and tax incentives are expected to support consumption, narrowing the gap between valuations and growth prospects.","The sentence discusses the increase in H-1B visa costs and its impact on the domestic market, particularly mentioning how it weighed on the IT index. This aligns with the theme of 'Tax increases operational costs for companies employing H-1B visa workers.'",Tax increases operational costs for companies employing H-1B visa workers.,Donald Trump,,PEOP,related,"The sentence discusses the increase in H-1B visa fees, specifically mentioning the new fee of $1,00,000 for new applicants, which directly relates to the theme of 'Introduction of a high fee on H-1B visas'. Additionally, it highlights the impact of this fee increase on the IT market, reinforcing the connection to the theme.","Donald Trump signed a proclamation raising the fee on H-1B visas, which is an action he took rather than something he explicitly said. Therefore, it does not qualify as a quote.",narrative
Sep 2025,2025-09-23,366D5AEBC2FAFD1DD76B13843B505033,366D5AEBC2FAFD1DD76B13843B505033-2,How Trump's H-1B Reform Could Harm American Tech Innovation,"Many experts agree that the H-1B system is flawed and needs amending. But TIME spoke with three professors in economics or business who believe that Trump's new fee system could be counterproductive: that it might push talent overseas; render universities and nonprofits unable to recruit foreign experts; and harm American tech innovation, including in the rapidly emerging field of AI.
The idea that the H-1B visa program has on net taken jobs from U.S. workers is ""empirically opposite to the truth,"" says Giovanni Peri, an economics professor at the University of California, Davis. ""Foreign STEM workers have been an incredible engine of growth,"" he says, noting that multiple studies have found that their presence tends to increase job creation and wealth for America writ large.","The sentence discusses the potential negative impacts of a new fee system on the H-1B visa program, including hindering recruitment of foreign experts and harming American tech innovation. This aligns with the theme that a new tax may hinder recruitment of skilled H-1B visa workers and may impact innovation driven by H-1B visa talent.",New tax may hinder recruitment of skilled H-1B visa workers.,Donald Trump,,PEOP,related,"The sentence discusses the potential negative impacts of Trump's new fee system on the H-1B visa program, which directly relates to the theme of introducing a high fee on H-1B visas. It highlights concerns from experts about how the fee could affect talent retention and innovation in the U.S., making it relevant to the topic.","Donald Trump is mentioned in relation to a new fee system, but the sentence does not quote something he has explicitly said. Instead, it discusses expert opinions on the implications of his policy. Therefore, it is unclear if this is a direct quote from Donald Trump.",narrative
Sep 2025,2025-09-23,366D5AEBC2FAFD1DD76B13843B505033,366D5AEBC2FAFD1DD76B13843B505033-7,How Trump's H-1B Reform Could Harm American Tech Innovation,"During his first term, Trump imposed restrictions on the program, with rejection rates of applications spiking. He also tried to ban H-1B visas, but was unsuccessful in federal court.
Trump is now trying a different tactic: A $100,000 payment for new applicants. The announcement caused a panic in Silicon Valley, with tech companies advising their H-1B employees not to leave the country lest they not be allowed back in. However, White House officials said on Saturday that the changes would only apply to new applications, not renewals.","The sentence discusses the imposition of a new payment requirement for H-1B visa applicants, which directly relates to the proposed tax impacting companies employing H-1B visa holders. It highlights the financial implications for new applicants and the reaction from tech companies, indicating how this could affect their operations and workforce planning.",A proposed tax impacting companies employing H-1B visa holders.,Donald Trump,,PEOP,related,"The sentence discusses a proposed $100,000 payment for new H-1B visa applicants, which directly relates to the theme of introducing a high fee on H-1B visas. It also mentions the implications of this change for tech companies and employees, reinforcing the connection to the theme.","Donald Trump is mentioned in the context of actions he has taken regarding H-1B visas, but the sentence does not quote anything he has explicitly said. Therefore, it does not meet the criteria for a quote.",narrative
Sep 2025,2025-09-23,33F91BC124BF2A8BCAF2BA36B54D602B,33F91BC124BF2A8BCAF2BA36B54D602B-3,Nvidia and OpenAI cheer Trump's $100K visa fee to lure the smartest minds,"Trump announced plans to increase the H-1B visa fee to $100,000, prompting companies to scramble and reassess their hiring strategies. Under the new rules, employers must provide proof of payment before filing an H-1B petition on behalf of a worker.","The sentence discusses the announcement of an increase in the H-1B visa fee, which directly relates to the operational costs for companies employing H-1B visa workers. This increase in fees will likely lead companies to reassess their hiring strategies, aligning with the theme of tax increases operational costs for companies employing H-1B visa workers.",Tax increases operational costs for companies employing H-1B visa workers.,Donald Trump,,PEOP,related,"The sentence explicitly mentions Trump's plans to increase the H-1B visa fee to $100,000, which directly relates to the theme of 'Introduction of a high fee on H-1B visas'. It also discusses the implications of this fee increase on companies' hiring strategies, reinforcing the connection to the theme.","Donald Trump is mentioned in the context of announcing plans regarding the H-1B visa fee, but the sentence does not quote something he explicitly said. Instead, it describes an action he took.",narrative
Sep 2025,2025-09-23,1CF0AF13A83ACF9D134098406C7423E6,1CF0AF13A83ACF9D134098406C7423E6-5,"Expert view: Nifty 50 may hit a record high by FY26-end; H-1B visa fee hike, HIRE Act key risks, says HDFC Tru head","Expert view: Sneha Poddar of Motilal Oswal on Nifty outlook, valuations and more
Do you see some risks that investors should not overlook?
The ""Make America Great Again"" (MAGA) constituency has been discussing action against the outsourcing of jobs in the services sector. Peter Navarro, Donald Trump's trade advisor, has also supported a call to ""tariff"" foreign remote workers.
The H-1B visa fees, the HIRE Act (which proposes a 25 per cent tax on outsourcing payments), or other such measures could meaningfully impact India's IT sector and its future growth.","The sentence discusses potential measures, including H-1B visa fees and a proposed tax on outsourcing payments, that could significantly affect the IT sector in India. This aligns with the theme of a proposed tax impacting companies employing H-1B visa holders, as it highlights the financial implications of such policies on the industry.",A proposed tax impacting companies employing H-1B visa holders.,Donald Trump,,PEOP,related,"The sentence discusses the potential impact of H-1B visa fees and related measures on India's IT sector, which directly connects to the theme of 'Introduction of a high fee on H-1B visas'.","Donald Trump is mentioned in relation to his trade advisor's support for a call to action, but the sentence does not quote anything that Donald Trump has explicitly said. Instead, it discusses actions and opinions associated with his administration without direct quotes from him.",narrative
Sep 2025,2025-09-23,0B7106D57BB9BF3AD6AEB0D1CACB0EB8,0B7106D57BB9BF3AD6AEB0D1CACB0EB8-1,"UK, China, Canada and More Seek Skilled Talent Displaced From US As H-1B Visa Hike Sparks Global Rush: What You Need to Know","President Donald Trump's decision to impose a dollar one hundred thousand application fee for new H-1B visas has sent ripples through the global technology and skilled worker landscape. As the US introduces its most expensive and restrictive fee for skilled immigration, industry analysts, economists, and government officials worldwide are assessing both the challenges for US-based sectors and the resulting opportunities for other nations such as UK, China, South Korea and Canada seeking top international talent. While the policy is meant to protect American jobs by discouraging companies from hiring foreign workers, it is already prompting major tech players and skilled workers to reassess their global mobility, and may rapidly accelerate skilled migration to more welcoming destinations.","The sentence discusses the implications of a new application fee for H-1B visas, highlighting how it may discourage companies from hiring foreign workers and lead to a reassessment of global mobility for skilled workers. This aligns with the theme of a proposed tax impacting companies employing H-1B visa holders, as it addresses the financial burden and its effects on recruitment and competition.",A proposed tax impacting companies employing H-1B visa holders.,Donald Trump,,PEOP,related,"The sentence explicitly discusses President Trump's decision to impose a high application fee for new H-1B visas, which directly relates to the theme of 'Introduction of a high fee on H-1B visas'. It also outlines the implications of this fee on the global technology landscape and skilled worker mobility, reinforcing the connection to the theme.","Donald Trump is mentioned in the context of a decision he made regarding H-1B visa fees, but the sentence does not quote anything he explicitly said. It describes an action taken by him rather than a statement he made.",narrative
Sep 2025,2025-09-23,0842ED9F27B45FFF8314A2C28F0D871E,0842ED9F27B45FFF8314A2C28F0D871E-3,Trump administration to get tough on companies that misuse the H-1B visa,"The move follows a Trump administration announcement that employers would be charged a $100,000 fee for new foreign workers applying for the H-1B visa to work in the United States. The policy change does not affect those with current visas or those seeking visa renewals.","The sentence discusses a new fee imposed on employers for hiring foreign workers under the H-1B visa program, which directly relates to the proposed tax impacting companies employing H-1B visa holders.",A proposed tax impacting companies employing H-1B visa holders.,Donald Trump,,PEOP,related,"The sentence explicitly mentions a $100,000 fee for new foreign workers applying for the H-1B visa, which directly relates to the theme of 'Introduction of a high fee on H-1B visas'.","Donald Trump is mentioned in relation to the actions of the Trump administration, but the sentence does not quote anything that Donald Trump has explicitly said. It describes a policy change rather than a direct statement from him.",narrative
Sep 2025,2025-09-23,04B7FA8CF208872EB698FB10EF2951FF,04B7FA8CF208872EB698FB10EF2951FF-2,"Indian IT Firms Brace for H-1B Visa Fee Hike With Local Hiring, Offshoring","On Sept. 19, President Donald Trump signed an executive order imposing a $100,000 fee for new H-1B visa applications, a massive jump from the current cost of about $1,500. The steep hike poses a direct challenge to Indian IT services firms, which for years used the visa program to send skilled workers to the United States.","The sentence discusses the imposition of a significant fee increase for H-1B visa applications, which directly relates to the proposed tax impacting companies employing H-1B visa holders. It highlights the financial burden this new fee creates for companies, particularly Indian IT services firms, that rely on the H-1B visa program.",A proposed tax impacting companies employing H-1B visa holders.,Donald Trump,,PEOP,related,"The sentence explicitly states that President Trump signed an executive order imposing a $100,000 fee for new H-1B visa applications, which directly relates to the theme of 'Introduction of a high fee on H-1B visas'. It also discusses the implications of this fee increase on Indian IT services firms, reinforcing the connection to the theme.","Donald Trump is mentioned as having signed an executive order, which indicates an action he took rather than something he explicitly said. Therefore, this does not qualify as a quote.",narrative
Sep 2025,2025-09-23,17BA845653DD9CD2DEA48FDFF7DF3B4F,17BA845653DD9CD2DEA48FDFF7DF3B4F-2,H-1B visa fees spur offshoring talk,"US President Donald Trump on Friday announced the change to the visa program that has long been a recruitment pathway for tech firms and encouraged international students to pursue postgraduate courses in the U.S. While the $100,000 levy applies only to new applicants - not current holders as first announced - the confusion around its roll-out and steep cost are already leading companies to pause recruitment, budgeting and workforce plans, according to Reuters interviews of founders, venture capitalists and immigration lawyers who work with technology companies.","The sentence discusses the announcement of a new levy on the visa program, which is causing confusion and leading companies to pause their recruitment and workforce plans. This directly relates to the theme of how a new tax may hinder recruitment of skilled H-1B visa workers, as it highlights the impact of the levy on companies' hiring strategies.",New tax may hinder recruitment of skilled H-1B visa workers.,Donald Trump,,PEOP,related,"The sentence discusses a change to the visa program, specifically mentioning a $100,000 levy that applies to new applicants, which directly relates to the introduction of a high fee on H-1B visas. It also highlights the impact of this fee on recruitment and workforce planning, reinforcing the connection to the theme.","Donald Trump is mentioned as having announced a change to the visa program, but the sentence does not provide a direct quote of something he said. Instead, it describes an action he took regarding the visa program.",narrative
Sep 2025,2025-09-23,17BA845653DD9CD2DEA48FDFF7DF3B4F,17BA845653DD9CD2DEA48FDFF7DF3B4F-1,H-1B visa fees spur offshoring talk,The Trump administration's hefty new visa fees for H-1B workers have prompted high-level talks inside companies in Silicon Valley and beyond on the possibility of moving more jobs overseas - precisely the outcome the policy was meant to stop.,"The sentence discusses how the new visa fees for H-1B workers are leading companies to consider moving jobs overseas, which directly relates to the theme of tax influencing decisions to onshore or offshore roles typically filled by H-1B visa workers.",Tax may influence decisions to onshore or offshore roles typically filled by H-1B visa workers.,Donald Trump,,PEOP,related,"The sentence discusses the introduction of hefty new visa fees for H-1B workers and its impact on companies considering moving jobs overseas, which directly relates to the theme of 'Introduction of a high fee on H-1B visas'.","Donald Trump is mentioned in relation to the actions of the Trump administration regarding visa fees, but the sentence does not quote anything that Donald Trump has explicitly said. It discusses the implications of the policy rather than a direct statement from him.",narrative
Sep 2025,2025-09-23,134C521055F7232BCFF2700813AC3CB9,134C521055F7232BCFF2700813AC3CB9-1,Trump administration proposes overhauling H-1B visa process for higher-paid workers,"The proposal comes after Trump announced plans for companies to pay a new $100,000 fee on H-1B visas, which are used by companies to hire foreign workers. After announcing a new $100,000 fee on H-1B visas, on Tuesday proposed overhauling the visa's lottery selection process to prioritize higher-paid and higher-skilled foreign employees.","The sentence discusses a proposed tax (a new $100,000 fee) impacting companies that employ H-1B visa holders, which directly relates to the theme of a proposed tax impacting companies employing H-1B visa holders.",A proposed tax impacting companies employing H-1B visa holders.,Donald Trump,,PEOP,related,"The sentence explicitly mentions a new $100,000 fee on H-1B visas, which directly relates to the theme of 'Introduction of a high fee on H-1B visas'. It also discusses the context of the proposal and its implications for hiring foreign workers, making the connection clear.","Donald Trump is mentioned in the context of announcing plans for a new fee on H-1B visas, but the sentence does not provide a direct quote of what he said. Instead, it describes actions taken by him and his administration.",narrative
Sep 2025,2025-09-23,0F8833F46165680EDBF2E34F71646D0A,0F8833F46165680EDBF2E34F71646D0A-10,"What is the H-1B visa, who uses it and how new US fees could affect global tech","New York is next, with New Jersey trailing behind, given their proximity to Wall Street and major financial institutions such as JPMorgan Chase and Jefferies
Who could take a hit from the new fees?
Higher visa fees could increase costs and shrink margins of US companies that have long turned to India and other countries to fill technology roles to meet surging domestic demand. It could further constrain a labour market weakened by Trump's wide-ranging crackdown on immigration that he has pursued since taking office in January.","The sentence discusses how higher visa fees could increase costs for US companies that rely on foreign workers, particularly in technology roles. This aligns with the theme of 'Higher costs may deter companies from hiring H-1B visa candidates.' as it highlights the financial impact of increased fees on hiring practices.",Higher costs may deter companies from hiring H-1B visa candidates.,Donald Trump,,PEOP,related,"The sentence discusses the potential impact of higher visa fees on US companies that rely on foreign workers, specifically in the context of H-1B visas. It connects the introduction of high fees to increased costs for companies and the labor market, which aligns with the theme of the article.","Donald Trump is mentioned in relation to actions he has taken regarding immigration, but the sentence does not quote anything he has explicitly said. Therefore, it does not meet the criteria for a quote.",narrative
Sep 2025,2025-09-23,3E58254B8F1AAC4754AD6A32804F4272,3E58254B8F1AAC4754AD6A32804F4272-1,H-1B visa jolt: Why Jensen Huang and Sam Altman are welcoming the $100K fee while Indian tech talent faces a struggle,"A significant disruption looms for Indian STEM graduates in the U.S. as President Trump's $100,000 H-1B visa fee sparks concern. While tech giants can manage the cost, startups may struggle, limiting opportunities for early-career professionals. This shift intensifies competition, demands proactive strategies, and may delay career progression for Indian talent seeking U.S. Indian STEM graduates and early-career tech professionals in the U.S. are facing one of the most significant disruptions in decades. President Donald Trump's decision to raise the H-1B visa sponsorship fee to $100,000 has sent shockwaves across the tech landscape.","The sentence discusses the significant disruption caused by the increase in H-1B visa fees, particularly affecting Indian STEM graduates and early-career professionals. This aligns with the theme of how a proposed tax (or fee increase) impacts companies employing H-1B visa holders, as it highlights the financial burden on startups and the resulting limitations on opportunities for these professionals.",A proposed tax impacting companies employing H-1B visa holders.,Donald Trump,,PEOP,related,"The sentence explicitly discusses President Trump's decision to raise the H-1B visa fee to $100,000, which directly relates to the theme of 'Introduction of a high fee on H-1B visas'. It highlights the impact of this fee increase on Indian STEM graduates and the tech industry, making the connection clear.","Donald Trump is mentioned in relation to his decision to raise the H-1B visa sponsorship fee, which is a direct quote of his action rather than his words. However, the sentence does not provide a direct quote of something he has explicitly said.",narrative
Sep 2025,2025-09-23,5E3D9330B5B74CE9D133738D85E45553,5E3D9330B5B74CE9D133738D85E45553-1,H-1B Visa Fee Hike Could Become A Boon For Workers - How It Opens Doors Back To America,"U.S. President Donald Trump has raised the H-1B visa fee to $100,000, making it harder for new applicants. Experts say the move could benefit professionals recently laid off by major tech companies.
New Delhi: The recent steep hike in H-1B visa fees in the United States may provide unexpected relief to some high-skilled professionals. President Donald Trump has raised the fee to $100,000, creating hurdles for new applicants.","The sentence discusses the increase in H-1B visa fees, which directly relates to the theme of a proposed tax impacting companies employing H-1B visa holders. The mention of making it harder for new applicants aligns with the narrative of how such fees can hinder recruitment of skilled H-1B visa workers.",A proposed tax impacting companies employing H-1B visa holders.,Donald Trump,,PEOP,related,"The sentence explicitly states that President Trump has raised the H-1B visa fee to $100,000, which directly relates to the theme of 'Introduction of a high fee on H-1B visas'. It discusses the implications of this fee increase on new applicants and mentions the context of the fee hike, making the connection clear.","Donald Trump is mentioned as having raised the H-1B visa fee, but this is an action he has taken, not a direct quote of something he has said.",narrative
Sep 2025,2025-09-23,7E25656C5D1D22076FAD6C44E9077320,7E25656C5D1D22076FAD6C44E9077320-1,Top 20 Companies Hiring The Most Foreign Workers Under US H-1B Visas,"President Trump has signed a proclamation imposing a $100,000 application fee for H-1B visas.
This new fee could significantly impact foreign professionals and companies that depend on them.
The announcement has sparked extensive discussion in the technology and business sectors.","The sentence discusses a new application fee for H-1B visas, which directly relates to the proposed tax impacting companies employing H-1B visa holders. The mention of the fee's potential impact on foreign professionals and companies indicates a clear connection to the financial implications of hiring H-1B visa workers.",A proposed tax impacting companies employing H-1B visa holders.,Donald Trump,,PEOP,related,"The sentence explicitly states that President Trump has signed a proclamation imposing a $100,000 application fee for H-1B visas, which directly relates to the theme of 'Introduction of a high fee on H-1B visas'. The mention of the impact on foreign professionals and companies further emphasizes the relevance of the fee introduction.","Donald Trump is mentioned in the context of signing a proclamation, which indicates an action he has taken rather than something he has explicitly said. Therefore, it does not qualify as a quote.",narrative
Sep 2025,2025-09-23,7DFE5BCACEBBAEAFB263A9727955ED36,7DFE5BCACEBBAEAFB263A9727955ED36-1,Trump's Visa Tax and Gold Card Pivot Threaten AI's Growth Engine,"Over one weekend, Donald Trump rewrote the rules of US immigration. With two executive orders, he simultaneously choked the supply of foreign talent and opened the gates for foreign capital. The first move: a $100,000 fee on every new H-1B visa, the work permit Silicon Valley has relied on for decades.","The sentence discusses a new fee imposed on H-1B visas, which directly relates to the proposed tax impacting companies employing H-1B visa holders. It highlights the financial burden that this fee represents for companies that depend on H-1B visa workers.",A proposed tax impacting companies employing H-1B visa holders.,Donald Trump,,PEOP,related,"The sentence explicitly mentions a '$100,000 fee on every new H-1B visa', which directly relates to the theme of 'Introduction of a high fee on H-1B visas'. It discusses the impact of this fee on the H-1B visa program, making the connection clear.","Donald Trump is mentioned as having rewritten the rules of US immigration and implementing a $100,000 fee on H-1B visas, but the sentence does not provide a direct quote of something he has explicitly said. Instead, it describes actions taken by him.",narrative
Sep 2025,2025-09-23,7DFE5BCACEBBAEAFB263A9727955ED36,7DFE5BCACEBBAEAFB263A9727955ED36-4,Trump's Visa Tax and Gold Card Pivot Threaten AI's Growth Engine,"By slapping a $100,000 toll on every new application, Trump has effectively turned the visa into a tax on innovation. Existing H-1Bs and renewals are exempt, but the pipeline of new talent - the oxygen of the AI boom - is being cut off.","The sentence discusses the financial burden imposed by a new toll on H-1B visa applications, which can be interpreted as a tax that impacts the recruitment of skilled workers. It highlights how this toll affects the influx of new talent necessary for innovation, particularly in the AI sector.",New tax may hinder recruitment of skilled H-1B visa workers.,Donald Trump,,PEOP,related,"The sentence discusses the introduction of a $100,000 fee on new H-1B visa applications, which directly relates to the theme of 'Introduction of a high fee on H-1B visas'. It highlights the impact of this fee on innovation and the influx of new talent, making the connection clear.","Donald Trump is mentioned in the context of having implemented a fee on H-1B visas, which indicates an action he has taken rather than something he has explicitly said. Therefore, the sentence does not quote something he has said.",narrative
Sep 2025,2025-09-23,78973BA6B9BFEBDA07CA82C9CF71AECD,78973BA6B9BFEBDA07CA82C9CF71AECD-1,"US H-1B visa fee hike hurts India, but which countries could benefit from it? Find out here","American tech companies are the largest employers of skilled workers on H-1B visas.
New Delhi: US President Donald Trump has significantly increased the application fee for US companies hiring foreign workers on H-1B visas. The Trump administration says the $100,000 increase in H-1B visa fees is intended to encourage US companies to prioritise American workers over foreign skilled workers. However, it is being considered a major blow, especially to large US tech companies that rely heavily on foreign skilled workers.",The sentence discusses the increase in application fees for H-1B visas and its intended effect of encouraging companies to prioritize American workers over foreign skilled workers. This aligns with the theme of companies potentially prioritizing domestic candidates over H-1B visa applicants due to increased costs associated with hiring H-1B visa workers.,Companies may prioritize domestic candidates over H-1B visa applicants.,Donald Trump,,PEOP,related,"The sentence explicitly mentions a significant increase in the application fee for H-1B visas, which directly relates to the theme of 'Introduction of a high fee on H-1B visas'. It discusses the implications of this fee hike on American tech companies and foreign skilled workers, making the connection clear.","Donald Trump is mentioned in relation to the increase in application fees for H-1B visas, but the sentence does not quote something he has explicitly said. It describes an action taken by his administration rather than a direct quote from him.",narrative
Sep 2025,2025-09-23,74D506A75FA1E681A448A860E7A26A52,74D506A75FA1E681A448A860E7A26A52-1,"Apple, Microsoft, Google, Amazon and 16 other tech giants that may be most affected by $100,000 H-1B visa fee","US President Donald Trump recently announced the decision to impose an increased fee of $1,00,000 on the new H-1B application. The revised regulation sent shockwaves in the global technology sector and many tech giants such as Google, Amazon, Meta and others asked their employees with H-1B visa to return to US as soon as possible. The H-1B visa program has been long used by the US companies to hire skilled foreign workers majorly from China and India. The White House has defended the move as a way to curb ""systemic abuse"" of the program and to prioritize American workers.","The sentence discusses the announcement of an increased fee on H-1B applications, which directly relates to the proposed tax impacting companies employing H-1B visa holders. It highlights the implications of this fee on tech companies and their workforce, aligning with the theme of how such a tax affects companies that rely on H-1B visa workers.",A proposed tax impacting companies employing H-1B visa holders.,Donald Trump,,PEOP,related,"The sentence explicitly discusses the announcement of a $100,000 fee on H-1B applications, which directly relates to the theme of 'Introduction of a high fee on H-1B visas'. It also mentions the impact on tech companies and the rationale behind the fee, reinforcing its relevance.","Donald Trump is mentioned as having announced the decision to impose an increased fee on H-1B applications, but the sentence does not quote him directly. It describes an action he took rather than something he explicitly said.",narrative
Sep 2025,2025-09-23,6C8AD667507046E6FA20D72D86F056D0,6C8AD667507046E6FA20D72D86F056D0-2,Adani Group Shares Add Almost $20 Billion As Rally Extends,"IT analysts split as stocks tumble
IT stocks shed $10 billion on Monday after President Donald Trump unveiled steep new fees for fresh H-1B visa applications, deepening what was already a difficult year for the sector. Opinions differ on whether the selloff is a warning or a buying opportunity. InCred says the fee adds a new layer of uncertainty just as client decision-making slows. Motilal Oswal counters that while on-site revenues may shrink, on-site costs could fall, helping protect profit margins. Nomura views any sharp correction as a chance to accumulate, saying the changes in the H1B visa program will have little impact over the next year.","The sentence discusses the impact of new fees for H-1B visa applications on IT stocks, indicating that the proposed tax is creating uncertainty in the market. This aligns with the theme of 'A proposed tax impacting companies employing H-1B visa holders.'",A proposed tax impacting companies employing H-1B visa holders.,Donald Trump,,PEOP,related,"The sentence discusses the introduction of steep new fees for H-1B visa applications and its impact on IT stocks, which directly relates to the theme of 'Introduction of a high fee on H-1B visas'.","Donald Trump is mentioned in the context of unveiling new fees for H-1B visa applications, but the sentence does not provide a direct quote of something he has said. Instead, it describes an action he took. Therefore, it does not meet the criteria for a quote.",narrative
